61.37,-139.03
50.72,-56.11
49.7,-103.8
49.9,-109.47
50.95,-107.15
56.73,-131.67
50.23,-57.58
69.61,-140.2
48.55,-123.24
50.9,-119.92
50.89,-119.88
43.85,-80.0
51.68,-120.0
51.57,-121.15
50.67,-120.17
50.63,-120.17
51.33,-120.84
51.73,-120.0
50.7,-120.38
50.82,-120.29
50.65,-120.02
50.65,-119.95
50.53,-119.8
51.7,-121.33
51.65,-121.3
50.68,-119.35
50.3,-118.82
50.8,-119.0
50.85,-118.98
50.55,-119.35
50.88,-119.48
50.88,-119.4
50.42,-121.5
50.42,-121.31
50.33,-118.53
50.75,-119.33
50.8,-119.3
50.8,-119.3
50.67,-119.3
50.23,-118.58
50.9,-119.91
50.72,-120.52
51.58,-119.78
50.93,-120.25
51.47,-121.07
51.47,-121.12
50.47,-119.75
51.24,-117.7
51.38,-116.53
51.36,-116.34
51.23,-116.57
51.23,-116.67
50.95,-116.93
52.67,-119.2
50.82,-116.26
50.75,-116.71
52.73,-119.38
52.72,-119.47
51.48,-117.15
51.5,-118.52
51.38,-116.48
51.23,-117.62
51.64,-118.49
51.23,-117.48
51.27,-117.5
51.3,-117.52
51.3,-116.98
51.63,-118.42
51.63,-118.17
52.05,-118.59
50.95,-116.98
51.28,-118.13
50.96,-118.18
51.0,-118.2
50.95,-118.17
51.2,-118.38
51.3,-117.52
50.78,-118.02
50.92,-116.4
51.35,-117.47
52.85,-119.25
52.83,-119.25
52.82,-119.25
51.7,-116.64
51.45,-116.33
51.35,-116.5
51.43,-116.33
51.4,-116.55
55.98,-123.73
56.73,-122.58
56.25,-121.03
56.08,-121.97
56.33,-120.1
55.73,-120.53
57.2,-126.95
56.23,-120.68
57.22,-121.47
57.38,-121.38
55.53,-123.65
55.23,-121.38
56.3,-121.02
56.33,-120.28
55.69,-121.63
55.7,-121.62
55.23,-121.65
55.75,-120.22
55.74,-120.18
55.78,-120.2
55.0,-121.03
55.07,-121.12
56.18,-121.57
56.0,-123.9
55.9,-123.73
56.25,-120.83
56.02,-122.2
56.24,-120.74
56.32,-120.82
55.79,-124.7
56.08,-121.92
56.03,-121.9
56.03,-121.91
56.12,-121.87
56.8,-124.9
55.55,-121.3
55.57,-121.23
55.31,-123.14
55.32,-123.08
55.33,-123.08
55.03,-123.03
55.3,-123.17
56.43,-120.78
55.54,-122.48
57.03,-122.52
55.35,-122.6
57.0,-122.37
55.72,-120.13
55.77,-120.1
56.92,-121.03
55.83,-120.17
55.92,-120.07
56.13,-120.13
56.65,-120.77
57.25,-122.72
54.28,-122.63
55.87,-120.5
56.17,-120.69
56.12,-120.63
55.13,-121.25
57.43,-125.63
55.07,-121.27
56.73,-121.8
59.42,-126.1
57.38,-122.87
59.28,-129.83
59.33,-129.82
58.45,-125.4
58.43,-130.01
58.84,-122.6
58.82,-122.7
58.48,-125.4
58.82,-122.7
59.3,-129.28
59.45,-126.15
59.93,-128.5
58.65,-124.13
58.68,-123.72
58.65,-124.24
58.85,-122.87
58.9,-123.12
58.78,-122.67
59.93,-130.33
57.85,-123.03
58.93,-125.77
58.22,-122.78
58.83,-121.42
59.9,-126.43
58.65,-124.65
58.85,-125.23
58.55,-125.48
57.73,-122.95
57.38,-122.98
58.88,-121.5
56.63,-131.08
59.72,-135.05
59.62,-137.72
56.98,-130.25
56.97,-130.25
59.57,-133.7
58.22,-132.27
59.85,-134.98
56.67,-131.1
57.67,-128.83
57.83,-129.98
57.12,-131.45
59.6,-134.18
58.65,-131.72
59.52,-136.47
57.65,-128.17
57.82,-129.97
57.87,-130.02
57.53,-130.2
58.28,-128.5
48.4,-123.48
59.78,-135.08
57.97,-129.27
59.78,-136.6
59.0,-133.48
59.45,-136.37
58.8,-133.1
57.35,-131.0
57.9,-131.17
57.9,-131.33
57.6,-130.07
58.7,-133.63
61.18,-129.13
61.65,-137.48
60.47,-134.83
62.37,-133.38
62.41,-140.87
60.0,-136.77
63.97,-139.35
64.23,-140.35
61.47,-135.78
63.05,-140.93
60.87,-135.38
61.37,-139.05
60.17,-134.7
62.1,-136.3
62.18,-136.48
62.73,-138.83
62.73,-138.83
64.42,-140.67
64.47,-140.73
64.07,-139.33
64.05,-139.43
64.04,-139.13
64.07,-139.33
65.88,-137.55
65.92,-137.52
66.12,-137.25
61.25,-138.78
60.37,-137.05
62.2,-134.39
66.37,-136.72
66.45,-136.72
63.92,-135.48
62.35,-133.4
62.23,-133.35
62.21,-133.37
60.72,-135.2
63.18,-130.18
64.38,-140.6
61.33,-129.33
60.62,-134.82
60.75,-135.22
60.82,-137.73
60.77,-137.58
60.75,-137.51
64.65,-136.78
69.5,-139.25
69.57,-138.91
62.47,-129.2
63.18,-130.17
60.02,-127.85
60.48,-133.3
63.93,-135.2
64.45,-138.22
61.02,-138.4
69.58,-140.18
64.08,-141.0
63.17,-130.2
63.28,-130.18
63.62,-135.87
60.88,-135.18
63.59,-137.52
63.55,-137.4
62.63,-137.25
63.52,-137.02
60.02,-132.17
61.63,-139.67
60.63,-135.08
65.36,-138.31
67.57,-139.84
61.03,-137.05
60.83,-137.5
66.23,-137.28
62.83,-137.31
60.77,-135.12
61.15,-133.07
61.45,-139.25
60.08,-130.6
61.97,-132.43
63.03,-133.38
68.42,-138.62
62.62,-131.28
68.95,-137.22
61.4,-129.47
48.58,-123.52
48.5,-124.0
48.5,-123.35
48.33,-123.63
48.6,-123.47
48.57,-123.45
48.57,-123.43
49.81,-113.16
50.73,-113.92
48.55,-123.4
48.57,-123.39
48.58,-123.42
48.94,-123.74
57.43,-121.98
66.87,-134.2
69.16,-140.15
67.57,-139.84
56.12,-124.5
52.75,-119.3
50.77,-120.97
60.43,-134.25
48.68,-123.6
51.43,-116.54
47.52,-52.78
51.38,-56.1
48.42,-123.23
47.38,-53.12
68.8,-140.85
63.24,-130.04
43.93,-79.95
43.29,-79.91
47.65,-52.82
44.65,-77.12
48.03,-53.12
44.53,-77.48
46.92,-55.38
62.12,-136.19
48.65,-123.57
48.65,-123.4
48.42,-123.48
48.95,-54.57
50.13,-102.05
51.08,-106.97
50.0,-105.78
50.03,-107.77
50.52,-108.45
47.26,-53.29
49.72,-107.75
50.05,-108.65
50.05,-108.65
50.47,-106.65
50.13,-106.37
49.77,-106.12
50.17,-106.25
50.18,-105.88
49.67,-109.47
50.9,-107.25
50.28,-106.18
51.13,-106.58
51.12,-106.6
51.13,-106.58
58.42,-130.03
51.17,-106.55
51.13,-108.03
51.15,-108.77
49.45,-106.23
50.4,-109.43
49.82,-108.57
50.83,-106.73
49.45,-106.67
50.18,-109.8
48.83,-123.83
49.88,-106.55
44.15,-79.07
49.87,-106.72
50.27,-108.55
49.95,-108.47
49.58,-107.1
50.43,-107.22
50.47,-107.27
50.98,-107.94
50.12,-106.97
49.98,-106.93
51.23,-107.92
49.88,-108.37
50.37,-109.35
49.72,-108.28
49.67,-107.0
49.68,-108.92
50.73,-108.02
50.87,-107.93
50.7,-108.22
49.65,-106.57
50.88,-109.55
50.88,-109.53
49.5,-106.25
50.97,-107.12
51.32,-107.08
49.9,-109.48
50.0,-109.47
48.53,-123.37
43.27,-79.78
48.52,-123.37
48.42,-123.7
48.71,-123.56
48.73,-123.6
48.82,-124.13
48.83,-124.12
48.93,-124.48
48.83,-124.05
48.82,-123.67
48.78,-123.72
48.83,-123.72
48.78,-123.68
55.74,-120.18
48.77,-123.68
47.62,-57.62
46.92,-55.38
48.73,-123.73
51.01,-118.22
50.6,-121.38
48.82,-123.72
48.35,-123.63
51.38,-56.1
48.56,-58.57
48.52,-123.38
55.74,-120.18
43.37,-81.0
51.39,-56.07
43.6,-80.05
43.95,-79.4
44.17,-77.37
44.03,-79.6
44.1,-79.6
44.12,-79.55
44.03,-79.62
43.68,-79.72
43.7,-79.77
43.67,-79.7
44.07,-77.73
43.62,-79.6
43.92,-79.12
44.03,-78.8
43.35,-79.8
43.33,-79.8
43.37,-79.73
43.35,-79.82
43.33,-79.83
55.3,-123.13
47.51,-52.78
43.62,-79.6
43.87,-79.93
44.1,-78.38
44.07,-78.5
44.3,-77.8
50.84,-119.56
43.8,-79.87
43.47,-79.93
44.12,-77.88
44.07,-79.37
44.08,-78.07
44.4,-76.91
43.75,-79.93
48.53,-123.38
43.95,-79.08
43.28,-80.02
43.95,-79.07
43.52,-79.62
43.97,-78.17
43.97,-78.18
43.95,-78.15
44.17,-77.8
43.92,-79.7
43.57,-79.55
43.25,-80.12
44.1,-76.85
43.62,-80.1
44.57,-77.0
44.18,-77.07
43.55,-79.77
43.78,-79.55
43.57,-79.65
44.23,-77.6
43.82,-79.08
43.35,-80.12
44.03,-78.4
43.65,-79.95
43.64,-79.88
43.93,-79.95
44.03,-77.05
44.13,-78.22
44.08,-78.27
43.87,-79.38
43.9,-79.18
43.9,-79.07
43.27,-79.9
43.17,-79.93
43.23,-79.87
43.27,-79.87
43.25,-79.77
43.23,-79.9
43.28,-79.88
43.65,-79.67
43.17,-79.83
44.38,-77.55
43.73,-79.78
44.1,-79.48
44.12,-79.5
43.55,-79.83
43.57,-79.85
43.53,-79.73
43.67,-79.82
44.25,-78.43
44.38,-77.52
50.97,-118.18
44.22,-78.63
43.97,-79.52
43.93,-79.52
43.9,-79.62
44.02,-79.52
50.96,-118.18
43.98,-77.92
43.57,-79.57
44.02,-78.65
43.58,-79.55
44.05,-78.72
44.52,-77.47
43.93,-76.63
43.87,-79.48
58.42,-130.03
43.85,-79.52
43.88,-79.25
43.88,-79.27
61.37,-139.04
43.87,-79.28
43.87,-79.25
43.83,-79.35
44.48,-77.7
44.25,-77.8
43.12,-80.03
43.93,-77.05
44.15,-78.48
43.32,-79.97
43.5,-79.95
43.97,-79.98
44.17,-77.83
44.25,-76.85
44.08,-77.38
44.07,-79.43
43.17,-79.94
48.43,-123.42
49.21,-57.39
48.94,-54.57
47.62,-52.75
49.08,-57.18
49.32,-57.39
48.82,-56.54
58.84,-122.6
56.24,-120.74
56.24,-120.74
48.42,-123.47
63.62,-135.87
55.31,-123.14
61.37,-139.02
48.43,-123.44
44.42,-77.93
48.54,-58.55
55.69,-121.63
51.3,-116.98
48.5,-123.53
64.04,-139.13
67.57,-139.84
62.21,-133.37
62.41,-140.87
48.87,-123.32
58.84,-122.57
63.62,-135.87
51.3,-116.98
50.24,-57.58
47.57,-59.15
56.94,-122.72
48.99,-123.57
48.9,-123.35
48.87,-123.5
48.45,-123.55
48.62,-123.53
48.83,-124.19
48.6,-123.35
48.97,-123.63
48.82,-124.05
48.43,-123.53
48.57,-123.53
46.42,-63.08
47.58,-53.32
46.88,-53.97
48.82,-56.87
48.82,-56.85
48.85,-56.83
48.85,-56.47
47.62,-57.62
47.62,-57.62
47.0,-55.17
48.17,-57.33
47.1,-52.93
51.63,-55.9
47.85,-59.25
46.66,-53.08
48.47,-59.27
46.87,-52.95
47.73,-53.23
49.4,-54.27
52.95,-66.9
48.23,-58.82
50.08,-56.92
47.62,-59.15
48.38,-53.67
48.85,-123.33
48.15,-53.97
48.36,-53.96
47.2,-52.95
47.22,-53.55
47.22,-53.5
47.23,-53.52
47.8,-54.0
49.27,-54.88
49.35,-54.87
49.32,-57.4
48.95,-57.95
48.95,-57.95
49.91,-57.79
50.24,-57.58
49.17,-57.43
49.22,-57.4
50.02,-56.77
48.88,-53.97
47.83,-59.18
47.83,-59.2
47.27,-53.92
48.3,-56.42
48.77,-56.6
51.3,-56.73
51.33,-56.68
51.3,-56.75
49.72,-54.3
49.72,-54.28
49.72,-54.27
47.07,-55.82
48.7,-58.23
48.75,-54.23
48.78,-54.21
48.95,-54.58
49.27,-54.48
47.23,-55.36
48.98,-54.85
49.0,-54.87
47.95,-53.97
47.1,-55.75
47.62,-54.43
47.53,-52.83
47.1,-55.77
48.93,-55.67
49.08,-57.2
47.58,-57.1
49.2,-56.15
49.55,-56.87
49.53,-56.87
47.47,-55.83
50.37,-56.52
47.72,-53.15
47.68,-53.2
50.6,-57.18
47.87,-53.38
48.28,-58.55
49.05,-57.13
47.38,-53.13
47.45,-53.1
47.38,-53.13
47.73,-58.08
49.17,-57.12
49.04,-53.88
47.58,-58.97
49.87,-56.82
49.87,-56.78
48.58,-56.65
46.87,-55.13
49.92,-55.67
48.35,-53.9
48.17,-58.87
48.4,-53.38
47.62,-52.66
47.42,-53.82
48.35,-58.3
47.32,-53.55
47.17,-55.15
49.68,-56.08
49.0,-56.35
49.45,-53.98
48.03,-53.22
47.63,-52.83
47.13,-53.67
47.47,-52.72
48.55,-58.92
47.28,-52.82
47.23,-54.02
47.4,-53.6
51.07,-56.88
49.33,-55.4
50.7,-57.42
47.68,-55.43
47.7,-55.58
47.57,-59.15
47.62,-59.15
48.35,-54.17
50.65,-57.2
47.62,-52.83
48.5,-53.08
48.84,-123.32
49.75,-56.65
48.97,-55.53
47.3,-55.01
49.07,-55.3
49.5,-55.82
49.57,-57.88
50.87,-56.12
49.85,-55.67
47.87,-55.85
47.77,-59.33
51.37,-55.58
51.37,-55.6
51.4,-56.08
48.87,-53.67
46.92,-54.18
46.92,-54.17
48.42,-58.5
48.43,-58.47
47.57,-52.7
47.58,-52.73
47.62,-52.74
47.57,-52.8
47.52,-52.78
46.92,-55.38
46.63,-53.58
46.77,-53.62
47.27,-53.33
47.27,-53.28
47.09,-55.2
48.67,-58.45
47.45,-53.07
48.05,-53.1
47.57,-52.68
49.87,-55.72
49.77,-56.88
47.95,-58.97
49.02,-57.62
49.5,-56.08
49.45,-56.17
49.27,-55.1
48.53,-58.55
48.57,-58.43
47.87,-53.93
48.37,-123.56
48.38,-123.5
50.7,-119.29
51.44,-116.34
58.43,-130.03
59.67,-127.15
58.68,-123.77
62.37,-140.87
61.98,-132.45
48.42,-123.53
44.05,-78.22
48.93,-57.92
47.53,-52.85
48.23,-58.83
47.25,-52.85
48.95,-55.75
49.57,-57.88
51.42,-121.23
56.72,-131.22
56.97,-130.25
43.77,-79.88
44.0,-77.88
48.4,-123.53
48.65,-123.55
48.64,-123.56
48.48,-123.55
48.35,-123.73
48.38,-123.88
48.82,-123.72
48.76,-123.29
43.3,-79.8
43.95,-78.17
48.77,-123.3
48.7,-123.42
48.41,-123.99
48.59,-124.33
51.15,-117.83
58.84,-122.57
62.21,-133.38
66.98,-136.22
47.37,-55.79
51.02,-57.1
